imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.039039270729240794, 0.0983447083294782, 0.9969077906925933, 0.07502659543472397, -0.05123843661407027, 0.6364864521174911, 0.026816300514136315, 0.009391383497976571, builtin_interfaces.msg.Time(sec=93, nanosec=85000000), 
-0.0960757566075288, 0.12192161423633865, 0.9969677814903012, 0.08658325980912339, -0.07864276340609716, 0.7361809388219496, 0.03377206822453722, 0.014444536087577085, builtin_interfaces.msg.Time(sec=93, nanosec=187000000), 
-0.16362931148422408, 0.1393577672752828, 0.9983243521947947, 0.09566802809481725, -0.1308352858903271, 0.8359615576513301, 0.04111485413905039, 0.02098984863256757, builtin_interfaces.msg.Time(sec=93, nanosec=289000000), 
-0.052139256801479114, 0.11005700874876162, 0.998571417869326, 0.10505065641089736, -0.0818575962462969, 0.9358092623692409, 0.048411427958041924, 0.028963899507899342, builtin_interfaces.msg.Time(sec=93, nanosec=391000000), 
0.07477367421739797, 0.024021874226349396, 0.9984493343061118, 0.11754653950000651, 0.015215969927931977, 1.03565885897702, 0.05527331133167637, 0.03820168947403575, builtin_interfaces.msg.Time(sec=93, nanosec=459000000), 
-0.0466510132307565, 0.1452381205363153, 0.9986925270274829, 0.13002858837231096, -0.02280161536523314, 1.1355188225443933, 0.06170790481745584, 0.048950848323529826, builtin_interfaces.msg.Time(sec=93, nanosec=561000000), 
-0.009744277880689593, 0.16184455188173555, 0.9990616786708773, 0.14038361477407257, -0.014523841280706062, 1.2354108900734035, 0.06754727972420177, 0.061402941439318584, builtin_interfaces.msg.Time(sec=93, nanosec=663000000), 
-0.0579828664903015, 0.18308808789822884, 0.9993995013877512, 0.1504163633624855, -0.04116531873283756, 1.3353379365326115, 0.07247139527340539, 0.07537344971690842, builtin_interfaces.msg.Time(sec=93, nanosec=765000000), 
-0.06903995279962181, 0.18261796507261116, 0.99963938728401, 0.15934795637728205, -0.05815664297949563, 1.4352927124351176, 0.07623006574448876, 0.09080804700207848, builtin_interfaces.msg.Time(sec=93, nanosec=867000000), 
-0.026257386400747148, 0.2571453790052675, 0.9995434517523893, 0.16889147039689018, -0.03819741752774787, 1.5352507220215916, 0.07855243314487723, 0.10746717403772094, builtin_interfaces.msg.Time(sec=93, nanosec=969000000), 
-0.002396163828897806, 0.30081691899142826, 0.9995972920853778, 0.17950240628089983, -0.01584442467755345, 1.6352083947124059, 0.07922818864889201, 0.1251655777361035, builtin_interfaces.msg.Time(sec=94, nanosec=71000000), 
-0.05153730041117395, 0.22748840661099323, 0.9998602729291264, 0.19013988384084582, -0.03767766898159439, 1.7351843770309263, 0.07807354849437927, 0.14388681513993354, builtin_interfaces.msg.Time(sec=94, nanosec=139000000), 
-0.16132800195250074, 0.3504477482043839, 1.0002988640430417, 0.19837388438812925, -0.11382971929615278, 1.8351975107453953, 0.07487718375772956, 0.16358316901857972, builtin_interfaces.msg.Time(sec=94, nanosec=241000000), 
0.09489223471953384, 0.3051330823997351, 1.0242315227141088, 0.20783593133935588, 0.015413410807407615, 1.9367065167996864, 0.0694848379088046, 0.18363346047361867, builtin_interfaces.msg.Time(sec=94, nanosec=343000000), 
-0.047442525284582156, 0.2871397303294328, 1.034910718198471, 0.21906958424341721, -0.023236413444440378, 2.039789679649281, 0.0618451587397387, 0.20370985566087485, builtin_interfaces.msg.Time(sec=94, nanosec=445000000), 
-0.15557947459262667, 0.344615944358223, 1.0354937579126435, 0.22725842903726864, -0.10478165808353188, 2.143316785305143, 0.05161369713532729, 0.22405190680961592, builtin_interfaces.msg.Time(sec=94, nanosec=547000000), 
-0.0522233678975183, 0.3209543816229986, 1.0372952839175549, 0.23549853380089594, -0.07200809517376353, 2.246977501526673, 0.038780979357039384, 0.24407415895758897, builtin_interfaces.msg.Time(sec=94, nanosec=649000000), 
-0.10898277757956694, 0.36018739533849725, 1.04024823823266, 0.2449434767377178, -0.09455771433683383, 2.3508895325318244, 0.023424169697146953, 0.2633284505007813, builtin_interfaces.msg.Time(sec=94, nanosec=751000000), 
-0.07437355990342628, 0.3065996777593689, 1.0430435496842756, 0.2544491369711458, -0.08177154065032977, 2.4550871161037144, 0.005454219361399984, 0.2815880215885989, builtin_interfaces.msg.Time(sec=94, nanosec=853000000), 
0.06089947889307948, 0.2777748879673577, 1.0080991470301834, 0.26770759414626527, 0.0066941683750457864, 2.557231788216463, -0.015021854904562114, 0.29843570041636985, builtin_interfaces.msg.Time(sec=94, nanosec=921000000), 
-0.10634796345964596, 0.3414068272644959, 1.0077658427571934, 0.2795715379527445, -0.06292087152203261, 2.6580211035825507, -0.038041223248964515, 0.3137410980286988, builtin_interfaces.msg.Time(sec=95, nanosec=23000000), 
